ds,yhat,yhat_lower,yhat_upper
2022-02-09,19672.437243416898,15258.61911969863,24334.904261765423
2022-02-10,20238.534809186785,15421.873612696889,24840.93424828133
2022-02-11,19761.825718649157,15302.972315325864,23948.446761374245
2022-02-12,20209.804833353937,15835.652962626938,24681.078754207836
2022-02-13,20512.283498744237,16394.291232720883,24960.033596447294
2022-02-14,20732.97035732193,16246.182836102273,25060.3730188238
2022-02-15,20533.563547446207,16067.740531344156,24837.9713933544
2022-02-16,20503.56510263142,15876.89484704959,24994.4579080654
2022-02-17,21132.238392827974,16458.955601010264,25562.002723870162
2022-02-18,20698.331235109552,16192.96302503709,25184.094545506134
2022-02-19,21168.78097976434,16760.947421470155,25711.91834629853
2022-02-20,21473.326956450503,17181.64782919664,25727.86527464496
2022-02-21,21676.08746204037,17213.414404396055,26271.61895966888
2022-02-22,21439.636068488446,16924.291611388486,25955.79717756531
2022-02-23,21354.78857968242,16663.371034395917,26014.999709750446
2022-02-24,21912.522290957877,16929.60594558016,26420.93791433703
2022-02-25,21393.6512655337,17216.096870724876,26424.68857508094
2022-02-26,21767.475264137087,17278.194206676457,26253.72938776388
2022-02-27,21966.329249100894,17144.548102509638,26533.039383291794
2022-02-28,22057.0923447297,17553.13564707053,26211.49745069281
2022-03-01,21705.192849536266,17252.140726960188,26268.601938678097
2022-03-02,21504.322513823696,17006.170989922044,26132.74906676121
2022-03-03,21948.28363757444,17091.12950634849,26215.090077530735
2022-03-04,21320.594569571826,16772.120687619015,26066.609408076107
2022-03-05,21593.07302677091,17292.892302615022,26130.252967845263
2022-03-06,21700.325807005833,17135.89527471721,25914.382612342903
2022-03-07,21711.205254849167,17231.888721099214,26349.638516773895
2022-03-08,21292.770342612617,16893.988070450978,25858.083429200455
2022-03-09,21039.96660305993,16502.164240800226,25527.051409107393
2022-03-10,21447.449223819054,16662.968330480224,26243.279180453745
2022-03-11,20799.175354159303,16019.981069154714,25421.246560795793
2022-03-12,21066.98521836411,16588.928751859567,25699.15319770505
2022-03-13,21185.100505358063,16512.48981192945,25566.35567965105
2022-03-14,21221.59989963769,16766.01162321875,25514.37140975163
2022-03-15,20842.40910336383,16315.562319580118,25416.41122373805
2022-03-16,20641.018480026007,16371.127207234746,25196.703020056673
2022-03-17,21110.351556930906,16600.175757572088,25721.088371703234
2022-03-18,20532.409073342158,15679.873655893362,24978.956527440838
2022-03-19,20876.906672340447,16261.670189659952,25547.968524444663
2022-03-20,21075.833086508308,17047.097305932974,25754.827493836325
2022-03-21,21194.98710456202,17064.361110585578,25851.928948322777
2022-03-22,20898.028819507665,16313.583119804985,25554.568647827527
2022-03-23,20776.256813410466,16260.153656366538,25313.919163408496
2022-03-24,21320.532860372226,16701.929830544304,25787.106779342477
2022-03-25,20810.97739992904,16438.054324733108,25291.000305671703
2022-03-26,21215.652583901938,16769.99439012554,25814.856248387336
2022-03-27,21465.158641629536,16953.87428286645,25973.87570951037
2022-03-28,21624.200962903644,17370.88172138515,26418.11517982039
2022-03-29,21355.662750066458,17139.35611680435,26020.231219406098
2022-03-30,21250.394497697544,16633.20349569125,25680.885368060848
2022-03-31,21799.14174442698,17040.665933654516,26592.758487647054
2022-04-01,21282.234470878127,16335.87360868769,25725.2743799397
2022-04-02,21668.255319674434,17112.08229956826,26380.308123256596
2022-04-03,21888.612991638933,17211.35401966014,26196.009312254166
2022-04-04,22009.079041785015,17510.984922779473,26283.14897260537
2022-04-05,21693.82393895646,17056.60185410478,26293.025409669786
2022-04-06,21535.16481606569,17084.176930879956,26160.048524331996
2022-04-07,22025.447644393964,17305.237990536185,26612.196476880792
2022-04-08,21446.688576466277,17246.637661333887,25677.493323411825
2022-04-09,21769.193045159307,17237.91097928879,26116.802024663648
2022-04-10,21926.080385120957,17365.476799675827,26166.645521326707
2022-04-11,21984.773571979425,17439.073973314007,26476.941572426033
2022-04-12,21610.991236366735,16867.76281779893,26228.94941605348
2022-04-13,21398.455558747868,17090.480452471034,25882.50030040292
2022-04-14,21840.739811340838,17275.12730935405,26618.635426574663
2022-04-15,21220.88115145487,16844.76933685045,25696.302522710084
2022-04-16,21509.97791900873,16726.650603604863,25866.98563158263
2022-04-17,21641.699983384566,17097.45076073027,26212.026633974026
2022-04-18,21683.770348630635,17175.01626088458,26529.262589083068
2022-04-19,21301.958430510178,16660.86865668363,25792.059787362134
2022-04-20,21089.795162580536,16724.93423505716,25654.1341487476
2022-04-21,21540.43490580795,17285.91319520684,25938.461558675364
2022-04-22,20936.288836151416,16720.07580635229,25604.8797614368
2022-04-23,21247.648286781146,16596.918558013225,26217.333347990498
2022-04-24,21407.225345396848,17158.566121265547,25887.847755916326
2022-04-25,21481.669502701312,16940.348013516625,26044.257593717753
2022-04-26,21135.596406140332,16615.36088202671,25913.43063919007
2022-04-27,20961.34095706623,16378.09280799526,25387.008807059305
2022-04-28,21450.856930958747,17135.930853189442,25847.937495767128
2022-04-29,20885.38697081517,16141.909199420386,25524.296174770727
2022-04-30,21234.12034063278,16780.884392964075,25998.809759841475
2022-05-01,21428.764740276292,16840.197649143804,25765.9588085417
2022-05-02,21535.090097938424,16977.351706657228,26418.430822703194
2022-05-03,21216.97965832402,16745.773138126802,25632.16635497186
2022-05-04,21066.200032627075,16600.697434221627,25344.80171117837
2022-05-05,21574.311996200842,16692.034691091896,26049.21994647723
2022-05-06,21022.345677918678,16447.1471598791,25407.959617186003
2022-05-07,21379.45751263801,16902.728652969974,25933.554268438333
2022-05-08,21577.495430659637,16986.83154222877,26319.136183881328
2022-05-09,21682.530552619362,16977.87420185394,26104.961153166216
2022-05-10,21358.89122620908,16692.85165458082,26006.716046025827
2022-05-11,21198.911736231712,16641.230899419406,25759.451217254384
2022-05-12,21694.818263809146,17155.314697986127,25947.31797506362
2022-05-13,21128.37662649972,16471.384508234598,25600.987901388093
2022-05-14,21469.520127202246,17075.394520059104,26060.35529495797
2022-05-15,21650.884980021827,17239.95930834947,26123.76099912827
2022-05-16,21739.312581823073,17446.865070078755,26013.75517596352
2022-05-17,21399.855440547613,16702.85896219868,25667.2865735972
2022-05-18,21225.500010479675,16676.64547738541,25401.887332330625
2022-05-19,21709.029844502747,17230.30249067699,26300.070578699055
2022-05-20,21132.654319277648,16792.12851220187,25739.298957195377
2022-05-21,21466.62185374187,16804.255673423024,26087.185167936517
2022-05-22,21643.74557642372,16853.687943668356,25901.82018398748
2022-05-23,21730.90076987902,17512.303330563078,26515.712072187907
2022-05-24,21393.03145763861,16937.739715389813,25756.25207193613
2022-05-25,21222.878880469176,16714.18834207601,25691.506669193583
2022-05-26,21712.855264239763,17333.41225441564,26268.07157622588
2022-05-27,21144.68770175068,16533.592388803154,25819.623796752017
2022-05-28,21488.050532608053,17046.357626871064,25903.37079979748
2022-05-29,21675.113467174786,17174.368193943017,26108.321203290805
2022-05-30,21772.06423207894,17118.62048466311,26465.36653099622
2022-05-31,21443.141805342053,17033.74408803405,26200.91702786136
2022-06-01,21280.39252202484,16625.632343089666,25765.646530695234
2022-06-02,21775.571296939714,17287.123709420626,26435.765086028976
2022-06-03,21209.811901221965,17079.91110354853,25735.89063906677
2022-06-04,21552.28378087967,17272.202615447673,26188.462509625075
2022-06-05,21734.761829843254,17118.769507111803,26023.11139101136
2022-06-06,21823.167150143276,17049.423464030544,26295.719968286867
2022-06-07,21481.61423480501,16834.74688352978,26041.90172008776
2022-06-08,21302.176354149087,16819.516597281756,25839.781753181574
2022-06-09,21776.791040102795,17249.47716729987,26297.31350780429
2022-06-10,21186.929412752277,16733.207175419575,25889.585030279162
2022-06-11,21502.246810502606,16920.17112994886,26020.012790526947
2022-06-12,21655.14127642185,17094.48235422714,26290.009574889842
2022-06-13,21712.278236412116,16871.6447016188,26034.553492858802
2022-06-14,21338.61726155134,16581.770460080534,25579.652111036707
2022-06-15,21127.153292177692,16574.08519160001,25584.863910434633
2022-06-16,21570.794937063165,17104.742062216905,26044.01709052227
2022-06-17,20952.00441075583,16727.421319417463,25451.92915591532
2022-06-18,21241.417464380283,16703.187463626433,25616.561922619785
2022-06-19,21372.370804266473,16987.4477495702,25682.93971583944
2022-06-20,21412.396294890823,16765.45774777424,25943.326396014563
2022-06-21,21027.21878898764,16581.07583986171,25707.11110914576
2022-06-22,20810.470873521794,16275.222659451932,25347.85481173663
2022-06-23,21255.54798865182,16750.105041193263,25755.499090832564
2022-06-24,20645.229233131904,16254.249425590206,25081.719184611215
2022-06-25,20950.282845557344,16325.856922695866,25484.2314113882
2022-06-26,21103.984515790304,16447.366813009306,25836.039495573896
2022-06-27,21173.607358551435,16873.868601219277,25792.529044581985
2022-06-28,20824.422196997686,16513.05263591313,25744.2668134051
2022-06-29,20649.419838082144,16117.14009125328,25169.8972656158
2022-06-30,21141.17945213559,16170.02421299589,25788.25824282782
2022-07-01,20581.5078865916,15862.636057433125,24910.63409951797
2022-07-02,20940.06842470209,16405.60541210092,25523.482064070424
2022-07-03,21148.92635955083,16872.76574766316,25753.129761993947
2022-07-04,21274.070278619558,17065.43871476108,25860.872745637855
2022-07-05,20979.445234001705,16487.325774607398,25602.972598122888
2022-07-06,20856.710171118175,16563.13763403131,25455.15210887321
2022-07-07,21397.141935318177,16544.729480708993,26073.37306127658
2022-07-08,20881.30984276189,16438.329477585823,25550.75719019784
2022-07-09,21277.738326731665,16651.52896497924,25592.856199202055
2022-07-10,21517.484065229783,17175.928608274975,25824.874436829014
2022-07-11,21665.685583877796,17017.58920708156,26206.95760068466
2022-07-12,21385.620697502967,16679.415990834033,26060.452013195303
2022-07-13,21268.483464689067,16763.61092452499,26014.66412986549
2022-07-14,21805.302409333857,16954.51276541149,26449.711279234085
2022-07-15,21276.623579959632,16747.0191748188,25734.77390621731
2022-07-16,21651.17570380216,17483.8789501483,26161.930709015254
2022-07-17,21860.443756012843,17425.027362250814,26472.049584947417
2022-07-18,21970.20902344377,17548.807358293954,26454.338441308377
2022-07-19,21644.591279932338,17272.284186382036,26329.75528357905
2022-07-20,21475.805161365028,16921.124140838838,25990.68197604041
2022-07-21,21956.053056711848,17224.611588987238,26532.62523791484
2022-07-22,21367.17877955241,16801.44737519893,25813.65305942342
2022-07-23,21679.300082122536,17139.890116665203,25976.891417038572
2022-07-24,21825.34722511287,17473.377583275964,26297.576679705166
2022-07-25,21872.566637419754,17719.58845020196,26214.400900270808
2022-07-26,21486.526271987692,17097.497882327305,26270.107583297544
2022-07-27,21260.835741090683,16475.154703998236,25768.297467010838
2022-07-28,21689.00452013123,17135.15541527543,26031.46781690166
2022-07-29,21054.063407194022,16690.65517133971,25544.742621423506
2022-07-30,21327.16814746853,16755.543889275174,25735.599148983438
2022-07-31,21442.154494492504,16847.546704660403,26039.832775958028
2022-08-01,21466.897814850625,17218.067005243975,25995.561028054708
2022-08-02,21067.42744481182,16601.27832220312,25397.141365909793
2022-08-03,20837.596113483545,16515.944077162676,25331.86212139309
2022-08-04,21270.9344618251,16720.671320937625,25878.812413510634
2022-08-05,20650.274557631314,16307.328197867262,25105.990520219377
2022-08-06,20946.36117981539,16623.885994541935,25445.09970817414
2022-08-07,21092.378543300612,16822.005207963015,25672.326800098785
2022-08-08,21155.451693592968,16612.899976905286,25789.133468321124
2022-08-09,20800.65910632803,16113.702150046065,25395.188955115587
2022-08-10,20620.769244164065,16031.806340923355,25431.299153793287
2022-08-11,21108.12378149328,16699.614780208376,25434.397168351155
2022-08-12,20544.291878396754,15883.647970589454,25041.398390939114
2022-08-13,20898.713405739512,16322.2186045852,25316.468001890098
2022-08-14,21103.25790591939,16155.948854265116,25708.794886828717
2022-08-15,21223.757642030607,16894.907464350927,25798.34811210393
2022-08-16,20924.050430463503,16301.177731744854,25399.849090714953
2022-08-17,20795.74422886778,16475.921030450943,25409.973590498717
2022-08-18,21330.12549128215,16986.613285658554,25869.379762053224
2022-08-19,20807.835073639235,16012.939920427274,25268.36578815376
2022-08-20,21197.529109779785,16888.920491563447,26063.298087143383
2022-08-21,21430.451288654058,16695.150173157283,26044.58145173628
2022-08-22,21571.974667602997,17163.737106549474,26031.098705010594
2022-08-23,21285.648638071005,16849.87073508601,25926.009357803476
2022-08-24,21162.963075558575,16736.430534988613,25511.72828947475
2022-08-25,21695.251878662544,17408.320157872055,26151.27649436593
2022-08-26,21163.359997753974,16724.285488089634,25092.935759357537
2022-08-27,21536.29180190391,17164.01373694513,26417.92427360669
2022-08-28,21745.767738461764,17151.54884165646,26405.154133497632
2022-08-29,21857.748020162915,17695.195385609484,26276.429312733853
2022-08-30,21536.45961162738,16961.310908086616,26051.91706552212
2022-08-31,21374.13923558227,16959.267912709016,25928.740707290504
2022-09-01,21862.91530258047,17436.107168895796,26434.559902345325
2022-09-02,21284.453550883005,17046.844576079406,25847.14041763496
2022-09-03,21608.58489665425,17091.27166941932,25843.23900103821
2022-09-04,21767.93608267758,16945.295324683175,25875.446466213994
2022-09-05,21829.157195803586,17425.98847251729,26505.615363602396
2022-09-06,21457.21313346964,16941.174895748205,25798.511238849525
2022-09-07,21245.02169682371,16948.95798116181,25578.906488210025
2022-09-08,21685.32662334977,17113.03824972169,26062.10257922641
2022-09-09,21060.337414645204,16835.298384118636,25468.166962832594
2022-09-10,21340.354449679176,16614.546542411077,25715.419999218593
2022-09-11,21458.30681122446,16960.93198035573,25891.31624180215
2022-09-12,21481.261853774882,16976.879824110507,26050.27933840308
2022-09-13,21074.44289319198,16188.789472925902,25468.662236585395
2022-09-14,20830.967663128118,16407.886219892644,25452.697239195008
2022-09-15,21243.73019057324,16710.00369306986,25992.354167422498
2022-09-16,20595.050463511903,16132.52606130557,25122.670690600593
2022-09-17,20855.309833889212,16589.931897707993,25550.309619110765
2022-09-18,20957.499030543902,16464.25061706739,25334.960146854697
2022-09-19,20968.73727265669,16809.96506652271,25587.885106741214
2022-09-20,20554.29836190943,15938.003045980933,24884.945126171948
2022-09-21,20307.355951480487,15974.86117227389,25079.29529142982
2022-09-22,20720.870269625273,16069.32023454122,24964.98889232223
2022-09-23,20077.240383339133,15143.25626980222,24348.10071940326
2022-09-24,20346.939756642485,15921.047541150261,24776.944587799782
2022-09-25,20463.061896423525,15852.4612933272,24904.71372442062
2022-09-26,20492.834606080556,16110.311154921019,25095.684737666972
2022-09-27,20101.638866567893,15186.850282236237,24590.270345313493
2022-09-28,19882.74479265226,15388.318081473024,24567.294178578974
2022-09-29,20329.187292327886,16129.911560538556,24743.043093806857
2022-09-30,19723.40595455506,15353.22622222147,24069.321488494596
2022-10-01,20035.867434086227,15248.725448830734,24555.257392401687
2022-10-02,20199.597697813108,15864.522355951332,24753.513853757377
2022-10-03,20281.683261362792,15597.126120152396,24733.991533222314
2022-10-04,19947.278059712524,15542.269220436097,24392.41485458084
2022-10-05,19789.329016401814,15350.105738467273,24166.495267906954
2022-10-06,20300.443526071085,15841.673973496785,24732.664441302877
2022-10-07,19762.52390952475,15200.531451134428,24185.15602672089
2022-10-08,20145.387570450104,15767.913727762936,24883.70123660129
2022-10-09,20381.41251279821,15815.000957825549,25123.64948327901
2022-10-10,20536.707968724684,16048.464859203457,24949.318241968693
2022-10-11,20275.46618926176,15647.630376822974,24802.574289535023
2022-10-12,20189.58919182679,15579.999713534715,24855.503064595272
2022-10-13,20770.57318140441,16520.446349906168,25421.07638684517
2022-10-14,20299.16350433644,15672.254268040906,25031.223119672963
2022-10-15,20743.998456447316,16504.312161480993,25177.12207217927
2022-10-16,21036.169143376486,16353.796959911568,25513.596898810938
2022-10-17,21240.75413229075,16890.761453560128,25556.695850182616
2022-10-18,21020.864929439198,16013.259607512487,25057.497679710454
2022-10-19,20967.414530094175,16534.09927774331,25254.821989858898
2022-10-20,21571.031246913255,17365.414683318886,25972.575223464617
2022-10-21,21111.741701565086,16475.934250262006,25632.51417733896
2022-10-22,21557.640399954093,17311.183240498012,26207.622035578766
2022-10-23,21839.472215879217,17423.05011066009,26150.35573170781
2022-10-24,22022.185705780666,17570.854688984564,26596.81112496302
2022-10-25,21768.99255626737,17457.010684667086,26344.90631790741
2022-10-26,21671.144787387515,17412.13424611523,26220.200696151736
2022-10-27,22219.851426139623,17997.612521448693,26881.818011178035
2022-10-28,21695.958194859584,17288.329685396384,26194.389179298032
2022-10-29,22068.60746129816,17694.88706817415,26626.839660962578
2022-10-30,22269.804779100086,17590.426058184545,26709.89842741457
2022-10-31,22365.950128138895,18160.53258632675,26676.59085629956
2022-11-01,22021.8695263739,17522.156541742803,26132.769942778697
2022-11-02,21830.559184089434,17389.781786096806,26336.767030235893
2022-11-03,22285.06463015747,17431.410457140308,26600.288766136095
2022-11-04,21668.11922128788,17035.11155878962,25920.103087753316
2022-11-05,21950.76027787752,17186.0579812504,26334.699405493713
2022-11-06,22066.850277108322,17639.74684975914,26367.05330623518
2022-11-07,22084.562390925654,17616.666766477552,26617.78734598915
2022-11-08,21670.367263077518,16894.18758026857,26121.873251829216
2022-11-09,21418.734429077263,16834.350346526815,25796.27584039496
2022-11-10,21823.972016995376,17055.320796633845,26253.35927760252
2022-11-11,21169.830288729754,16606.988211729626,25726.962711778167
2022-11-12,21428.088319992785,17194.294276855984,26278.758918613905
2022-11-13,21533.096307089803,17461.3097752499,26100.960692591692
2022-11-14,21553.112916951624,16777.7398719491,26242.938968333812
2022-11-15,21154.416455383205,16971.546046417738,25614.360458975127
2022-11-16,20930.962359416844,16573.3455458289,25585.992217335275
2022-11-17,21376.23146946829,17067.129225689256,25871.64191262683
2022-11-18,20772.850458897807,16221.373693322177,25407.500276498515
2022-11-19,21091.203436218817,16690.84435853981,26112.20793354988
2022-11-20,21263.962569457934,16802.92427046833,26105.538360374885
2022-11-21,21357.59706670264,16872.697593872086,25840.167315767703
2022-11-22,21036.397071742267,16582.461320803664,25475.31444919229
2022-11-23,20892.225162784813,16068.656948239539,25349.53571155587
2022-11-24,21416.41800794022,16843.078120957944,25849.01490261872
2022-11-25,20889.46230706461,16312.53734343271,25568.143858307965
2022-11-26,21279.662575443133,16594.10337909181,25923.493086099632
2022-11-27,21517.727115236383,17026.015304566452,25933.160807601318
2022-11-28,21668.33000235377,16897.181433284724,26105.067781530957
2022-11-29,21394.18418026351,16887.496000372703,26087.68080364186
2022-11-30,21285.836961563266,16942.671403329936,25895.420925293532
2022-12-01,21833.609223857442,17444.900466007424,26409.528143274656
2022-12-02,21317.30131939111,16954.871353712166,25938.92858111836
2022-12-03,21704.882333818765,17360.12581960378,26303.278264152912
2022-12-04,21927.08833841982,17369.032607594865,26029.105023538763
2022-12-05,22048.987002870595,17686.338920622686,26694.679011284272
2022-12-06,21734.043456761636,17171.577351055206,26107.114262283445
2022-12-07,21573.89876406319,17031.771687541735,26010.90692148998
2022-12-08,22060.282628947072,17776.437303694755,26464.69131563462
2022-12-09,21474.68394750204,16555.556857443822,25731.24784965853
2022-12-10,21786.996686098606,17233.124117575986,26501.553633893953
2022-12-11,21930.067806489908,17649.966994092145,26572.743942795445
2022-12-12,21971.20588431191,17384.196100100708,26395.845085417153
2022-12-13,21576.186759984244,17324.614601186102,26216.769848121035
2022-12-14,21338.969170563654,16665.805605428177,25630.21311485339
2022-12-15,21753.54365691852,16942.71350981974,26300.680567160114
2022-12-16,21103.540083610573,16867.430743007048,25632.48014282668
2022-12-17,21360.812975110985,17015.208487121636,25971.085359763638
2022-12-18,21459.93337739126,17149.875685039082,26347.835505978597
2022-12-19,21469.645907920072,16733.914883028698,25985.351383243375
2022-12-20,21056.83190905905,16671.415857819127,25449.006653278208
2022-12-21,20816.189786901024,16131.790790252458,25254.665937491623
2022-12-22,21242.058445644463,16771.999549080905,25976.967357114063
2022-12-23,20618.009644789734,16126.501281544959,25371.035549351145
2022-12-24,20915.42901501669,16108.468335598634,25427.14379116528
2022-12-25,21068.014372335267,16475.7039489959,25752.944914051826
2022-12-26,21143.25150521237,16389.173955478935,25605.306405572024
2022-12-27,20806.404864267246,16219.162253381532,25269.267974673705
2022-12-28,20650.236721936042,16502.158408013824,25094.77859786391
2022-12-29,21166.878221901407,16657.243057146017,25499.008146546832
2022-12-30,20637.47727896301,16365.688388980345,25040.131542207495
2022-12-31,21030.841659553655,16308.119783084223,25174.349490795634
2023-01-01,21278.00428728631,16785.347215517682,25727.550686037615
2023-01-02,21443.76920487135,16884.069538221636,25949.077948871134
2023-01-03,21190.773776619404,16585.416110553026,25681.383010216512
2023-01-04,21109.278800461638,16699.20213185547,25519.176590471096
2023-01-05,21689.10804872341,17144.301807659143,25926.497395015387
2023-01-06,21209.360347069898,16134.160734137227,25710.82216059319
2023-01-07,21637.110770052477,17247.003423504713,26039.407364104543
2023-01-08,21902.026393540265,17466.441543359208,26469.8573340671
2023-01-09,22067.95362314664,17646.14222955039,26404.73237770359
2023-01-10,21797.011501890895,17458.07689433376,26673.027351132885
2023-01-11,21679.401749702003,16821.28151866936,25994.195851690325
2023-01-12,22205.356428708994,17836.403918732693,27052.468338424776
2023-01-13,21654.84602793369,17156.32824206556,26255.783234081442
2023-01-14,21996.26455024939,17403.29138953732,26479.749909840724
2023-01-15,22161.017367804743,17539.029591444614,26548.261196993804
2023-01-16,22215.069505959567,17541.82409465765,26630.811333526603
2023-01-17,21822.989699086156,17142.72239830119,26298.473224339203
2023-01-18,21577.70218678971,17485.947916842688,26021.45049101601
2023-01-19,21972.368604780684,17283.590573398662,26507.683646538113
2023-01-20,21290.024431152087,16775.45712067404,25758.851167628785
2023-01-21,21502.18840086762,16979.08822786847,25991.54086508973
2023-01-22,21543.372896490364,16895.234994838625,25754.541487805614
2023-01-23,21482.55349905971,16893.255428517943,25867.42116470125
2023-01-24,20987.13802995965,16383.504351014786,25510.092406919444
2023-01-25,20652.646058378337,16028.190593213038,25158.75881780976
2023-01-26,20974.524591997215,16488.239560057846,25413.051449089096
2023-01-27,20237.725847294794,15793.647948712925,24797.116209817505
2023-01-28,20415.26705210694,15696.324488756625,24905.596800970598
2023-01-29,20442.701297575062,16188.285157215536,24857.304901863652
2023-01-30,20389.560144777515,16139.936456556612,25020.746387441883
2023-01-31,19923.306088199966,15638.73429935708,23904.216700605502
2023-02-01,19639.0092430006,15157.263824919615,24346.421177087024
2023-02-02,20031.17258461258,15124.959045318357,24364.596832157727
2023-02-03,19383.331698523798,14963.269736731683,24033.149101958406
2023-02-04,19666.64843297205,15181.306439375834,24039.365698375103
2023-02-05,19814.426602142394,15255.899157647898,24203.413541515743
2023-02-06,19893.60928928718,15376.29008695244,24113.22926953922
2023-02-07,19568.794440580063,14554.06616430858,24160.6330881585
2023-02-08,19431.981487492856,14893.960116508186,23991.27544437515
2023-02-09,19974.471522746113,15130.840767630654,24867.144781212915
2023-02-10,19476.54505793113,14912.556798519068,23929.192440381077
2023-02-11,19906.134750832494,15535.01001497208,24425.25140839496
2023-02-12,20193.4192236696,15918.318047020952,25160.52219293954
2023-02-13,20402.39552728998,15700.469515546218,24906.31796557343
2023-02-14,20194.96503232321,15736.132099057932,24745.88368501922
2023-02-15,20160.74371020173,15760.375090696578,24714.02540939091
2023-02-16,20789.017735515466,16353.365796743068,25426.015503186016
2023-02-17,20358.467066761725,15907.397644759783,24771.222370476768
2023-02-18,20835.873280628464,16675.707570852283,25402.115468397427
2023-02-19,21150.73695404951,16521.449134512728,25374.814226867067
2023-02-20,21366.861628682484,16771.039308855456,25818.59726816079
2023-02-21,21146.438936857397,16686.26466938548,25553.096664203942
2023-02-22,21079.845971958977,16646.949625120265,25997.16666573862
2023-02-23,21657.57627134412,17280.39572958854,25931.34045962326
2023-02-24,21159.927808542798,16804.33460652125,25920.192168389636
2023-02-25,21555.66529059255,17017.38821341479,25823.930417024952
2023-02-26,21776.58332762845,17358.93262256045,26489.948301210814
2023-02-27,21889.028997550155,17235.616858888257,26584.411460626434
2023-02-28,21557.920049612614,16864.265362381,25788.980572538552
2023-03-01,21376.47162114709,16753.601785274906,25952.302417361545
2023-03-02,21838.054708679985,17479.19022992406,26818.850620338064
2023-03-03,21225.811691877785,16843.204711240658,25634.005419915702
2023-03-04,21511.248086244213,17129.050475729116,25784.73663514709
2023-03-05,21628.728899836042,17119.697033689492,26096.88794528759
2023-03-06,21646.939806143986,17453.34373896588,26226.091150606895
2023-03-07,21232.850901004927,16682.001138957337,25908.628226959547
2023-03-08,20981.39724150977,16619.02558655013,25451.18990865695
2023-03-09,21387.300494032686,16826.959903670082,25745.985191607077
2023-03-10,20734.65781395365,16234.598045405948,25234.96900761938
2023-03-11,20995.517675225645,16360.562656789267,25787.022904470276
2023-03-12,21104.371274298996,16846.860770824147,25598.244089492313
2023-03-13,21129.61967364107,16468.325250467216,25877.565051085832
2023-03-14,20737.554114581068,16452.654799774667,25440.679201291223
2023-03-15,20522.063080910568,16103.622779630321,25414.968127637672
2023-03-16,20976.48956579964,16488.94404702313,25485.952748030246
2023-03-17,20383.263559148156,15717.324151901932,24821.707625236617
2023-03-18,20712.528170316873,16313.325883511885,25130.68317793314
2023-03-19,20896.686548098703,16822.59651691874,25408.26665254786
2023-03-20,21001.928183096796,16631.205326595333,25079.47939831206
2023-03-21,20692.270369694128,16260.79271121463,25247.600261103624
2023-03-22,20559.32673014138,15754.455976719777,25146.470811024396
2023-03-23,21094.2245947794,16442.87562758801,26083.772076649297
2023-03-24,20577.294662129567,15850.132824662549,24799.438368632946
2023-03-25,20976.74986885039,16568.771286549425,25329.575725403272
2023-03-26,21223.279293808897,16878.55168580761,25765.365917916723
