ds,yhat,yhat_lower,yhat_upper
2022-03-07,3757.4891578380493,3276.9875039950116,4264.65497660689
2022-03-08,3761.1865595220993,3282.2240836110414,4255.51915244012
2022-03-09,3730.6817671179315,3238.198080360105,4209.627027763657
2022-03-10,3716.469265005004,3223.698224548113,4190.519203449905
2022-03-11,3711.301235609521,3211.4710253221747,4198.214307022578
2022-03-12,3803.9181545276,3295.151851325689,4289.770558971596
2022-03-13,3746.040295163003,3254.3108707714596,4234.820173039491
2022-03-14,3749.7237721256793,3258.162772358883,4241.302825775258
2022-03-15,3752.7871388622443,3256.956965209797,4225.604724170867
2022-03-16,3721.962795737999,3249.0683011751134,4237.231537163862
2022-03-17,3707.7469421381475,3227.795798074424,4226.451880691651
2022-03-18,3702.886214123404,3188.3569968910906,4193.082709116118
2022-03-19,3796.1084725088313,3293.529226455,4277.278876362286
2022-03-20,3739.114633610076,3273.809388367224,4255.88409161655
2022-03-21,3743.935164821478,3258.2660113215866,4235.370856380238
2022-03-22,3748.3572511738507,3230.8102719885715,4241.470984097574
2022-03-23,3719.0768786311382,3216.771208796394,4212.302987405392
2022-03-24,3706.5495552971506,3211.1583100571934,4182.497496728593
2022-03-25,3703.4777984591697,3223.2872174085464,4175.663672606912
2022-03-26,3798.5428375230485,3305.9445991365724,4281.8125818859635
2022-03-27,3743.397409234998,3274.1941098419957,4222.715645162343
2022-03-28,3750.023250689345,3242.045011499781,4268.849362493018
2022-03-29,3756.1592789597626,3260.490828148299,4270.083186718659
2022-03-30,3728.4546853846396,3209.0836264179206,4250.563142647203
2022-03-31,3717.3206477374624,3248.416268066577,4170.012679625849
2022-04-01,3715.418770306725,3217.2316435836333,4191.748265865417
2022-04-02,3811.3936842953713,3317.6623836148046,4279.266477574532
2022-04-03,3756.866667845299,3310.3334938678117,4260.685656332632
2022-04-04,3763.7938748822626,3295.6676962413626,4265.950406482652
2022-04-05,3769.895146411015,3283.809125463456,4293.601512328003
2022-04-06,3741.8076184472925,3246.403136567267,4261.804649682586
2022-04-07,3729.9378176245514,3215.5865537175664,4192.855360228428
2022-04-08,3726.9503442487894,3260.6396822925626,4237.8843449332935
2022-04-09,3821.500567154881,3334.401736670076,4290.340990404832
2022-04-10,3765.228184075188,3267.859232595992,4241.026223041234
2022-04-11,3770.1152337951507,3279.248487003122,4270.05728085197
2022-04-12,3773.9145336791694,3282.0973093957905,4247.945200878807
2022-04-13,3743.3027597210566,3251.3403451884255,4210.3826586577115
2022-04-14,3728.7318662456446,3237.2660227329284,4221.207310176899
2022-04-15,3722.9169542733794,3213.5082096411575,4172.26551469533
2022-04-16,3814.568025285324,3353.1397687146864,4282.503643991331
2022-04-17,3755.38248944683,3311.73744486934,4216.539765423963
2022-04-18,3757.4020331804604,3304.8714645222053,4260.3965281684095
2022-04-19,3758.4398399611355,3310.2155040017506,4220.024497162797
2022-04-20,3725.2324053769516,3233.4246681190343,4187.108650988369
2022-04-21,3708.2896684426155,3242.445654436372,4204.746794022126
2022-04-22,3700.3815948996203,3213.9246086659355,4185.845103881009
2022-04-23,3790.268676857415,3304.7963453279967,4256.699123982612
2022-04-24,3729.6932458953574,3266.343431984252,4218.969995740268
2022-04-25,3730.735231984279,3224.978407310273,4257.5676821764155
2022-04-26,3731.2383896435135,3239.4692066238003,4187.408483670469
2022-04-27,3697.961257132962,3192.7460740578476,4174.396588369376
2022-04-28,3681.4265942087204,3148.581649843355,4158.131543877862
2022-04-29,3674.4074545215503,3183.244492581557,4159.801628592629
2022-04-30,3765.657374024368,3274.6701151959974,4250.113498060244
2022-05-01,3706.901585574637,3209.958837040321,4190.2831358713665
2022-05-02,3710.1929007350655,3211.15468000357,4177.999216256233
2022-05-03,3713.3382840365734,3201.7141484067374,4169.004463088405
2022-05-04,3683.0503842672833,3175.2292832735707,4141.250853343314
2022-05-05,3669.797761825252,3183.8215230063233,4105.819977561129
2022-05-06,3666.2919564279628,3122.7455322825717,4140.077576103351
2022-05-07,3761.2188595486987,3283.3651022923914,4260.115156416933
2022-05-08,3706.2312797747877,3200.227091668797,4233.193819096177
2022-05-09,3713.3063154683427,3205.7855499504876,4208.220127246634
2022-05-10,3720.1735292188055,3212.8178370424084,4226.045828951751
2022-05-11,3693.4681543345177,3177.7732893266893,4187.713067316999
2022-05-12,3683.583035277395,3220.840283900843,4164.171312871713
2022-05-13,3683.157407204733,3177.5381582143523,4166.41740662352
2022-05-14,3780.8099387575007,3292.3100828473803,4271.374051898501
2022-05-15,3728.132885931953,3263.1722626249175,4172.5157433563145
2022-05-16,3737.0509319106377,3236.3589465750547,4247.909937798155
2022-05-17,3745.2506697168924,3191.4271502393276,4228.303134891307
2022-05-18,3719.334923178315,3234.7375669930207,4222.755342638784
2022-05-19,3709.675577165023,3215.9340998762436,4151.673078938332
2022-05-20,3708.902996030308,3193.424289531314,4205.531210529049
2022-05-21,3805.639433661566,3313.440510299402,4295.142951857968
2022-05-22,3751.49326844937,3290.9132717600214,4275.329956014177
2022-05-23,3758.4176300492736,3277.0677629037486,4248.974973932422
2022-05-24,3764.139374339287,3301.5814445290516,4276.964618785367
2022-05-25,3735.312608293959,3230.0771202847645,4244.180941721508
2022-05-26,3722.3704497335325,3192.9417732820443,4207.320094121091
2022-05-27,3718.0131218504603,3249.2488125984933,4197.2883934497695
2022-05-28,3810.9398137098883,3311.592588345073,4294.684295465133
2022-05-29,3752.841174044683,3271.2007902272444,4227.416221976352
2022-05-30,3755.7560449419643,3294.1302570021016,4257.464137918493
2022-05-31,3757.4984357515023,3284.717882767726,4266.723601387778
2022-06-01,3724.8089870742865,3249.370744364862,4206.571490598665
2022-06-02,3708.2046599727264,3210.3883017741837,4188.306709480097
2022-06-03,3700.464801895404,3199.932170817096,4176.187695220881
2022-06-04,3790.3610720168735,3299.4953345736885,4305.59142506849
2022-06-05,3729.6481434270086,3227.8248482039885,4224.385214732401
2022-06-06,3730.4188361733127,3229.5369366296936,4234.781175817441
2022-06-07,3730.5297248857955,3249.947716606454,4204.745060750088
2022-06-08,3696.751509048181,3187.11306435835,4200.84671508878
2022-06-09,3679.6179129578272,3166.396132622353,4178.515768286224
2022-06-10,3671.911291508623,3175.298133449909,4174.740550708367
2022-06-11,3762.3924411072803,3248.8007909394023,4239.315570935042
2022-06-12,3702.791541118944,3230.761031471128,4175.618450509876
2022-06-13,3705.163878812652,3209.6499915302697,4214.475878170873
2022-06-14,3707.316391335453,3225.4190397677153,4179.440370738317
2022-06-15,3675.959293524462,3185.0212502376203,4192.6939587014185
2022-06-16,3661.556530600068,3195.5015091256837,4150.065018686673
2022-06-17,3656.8131957255973,3149.3621887325476,4162.292095083158
2022-06-18,3750.407368211125,3259.489201233463,4245.970157120859
2022-06-19,3693.983247874856,3225.703039357337,4176.976064789441
2022-06-20,3699.509183467118,3243.6870709111245,4191.720354510298
2022-06-21,3704.7065698104716,3210.5258974468024,4153.331687752289
2022-06-22,3676.203821233062,3179.5679590566833,4161.277438432787
2022-06-23,3664.389098347091,3172.958725189589,4166.307085759114
2022-06-24,3661.8998669842326,3182.0347227684856,4137.146886430567
2022-06-25,3757.3566863704373,3304.6513551717085,4300.65835380149
2022-06-26,3702.3580474074797,3209.753624920459,4198.795321909281
2022-06-27,3708.8398098136004,3205.217771160421,4184.8659498583975
2022-06-28,3714.5051707204693,3234.6516519775255,4225.845576191015
2022-06-29,3685.9793382174503,3169.828580152192,4167.671079056987
2022-06-30,3673.6625621561075,3186.102957017931,4158.2943050248405
2022-07-01,3670.2195862497165,3182.065415997608,4148.84898135777
2022-07-02,3764.312914339736,3318.6948208487133,4267.433369015873
2022-07-03,3707.596718342204,3231.159258219471,4176.206211002503
2022-07-04,3712.0749541867467,3197.919647249607,4197.048537994378
2022-07-05,3715.529646345073,3252.228586514896,4245.727336772746
2022-07-06,3684.6735526501097,3228.0404655244197,4186.101305014351
2022-07-07,3670.0009089660866,3192.040845630159,4204.06684473178
2022-07-08,3664.274373143169,3147.328494360778,4194.4954998636385
2022-07-09,3756.2556232801976,3245.5101488559003,4243.019901713258
2022-07-10,3697.696505221224,3187.881763409251,4207.363347777973
2022-07-11,3700.694366570454,3228.7320685177333,4168.526868945022
2022-07-12,3703.1176105700993,3230.51364875003,4196.411054234799
2022-07-13,3671.755754189131,3241.033413764722,4168.351711829862
2022-07-14,3657.167760628359,3147.5369406592636,4148.267423002254
2022-07-15,3652.1668324443103,3145.389581128873,4142.587487972212
2022-07-16,3745.5491814313727,3240.791244417744,4239.43622971058
2022-07-17,3689.083723939292,3198.7485673808505,4190.066623629201
2022-07-18,3694.866383829541,3215.6260219257088,4155.20959337969
2022-07-19,3700.745071183038,3211.1993098469147,4203.68011056436
2022-07-20,3673.4696446878615,3173.7081660410454,4187.048788734398
2022-07-21,3663.5406395236596,3172.244198941973,4148.542845524286
2022-07-22,3663.694946139521,3140.1770058583184,4142.539548319227
2022-07-23,3762.635942666413,3263.023456073709,4250.462024157385
2022-07-24,3712.025003843735,3204.9085147688893,4208.307642867651
2022-07-25,3723.8380309592276,3193.468163687281,4203.18489113574
2022-07-26,3735.793022109354,3202.5722285867464,4211.0101272335905
2022-07-27,3714.5029319203363,3249.8550621215068,4180.937989505067
2022-07-28,3710.3275351628317,3235.9986736585593,4158.208379417507
2022-07-29,3715.862405276209,3215.2595784435066,4189.710318574494
2022-07-30,3819.67243099885,3336.0644261144407,4306.284882325136
2022-07-31,3773.2867112566655,3302.759571695129,4275.679346395406
2022-08-01,3788.558388893796,3300.2737273494117,4275.9306223156955
2022-08-02,3803.0953597592147,3298.136348952062,4296.656241924403
2022-08-03,3783.416026451614,3282.1537035207284,4277.7406616736625
2022-08-04,3779.803736591945,3263.3865630117443,4268.306902759726
2022-08-05,3784.797949150029,3288.0528400090925,4269.388311420356
2022-08-06,3886.9294934185,3402.2417611540473,4416.372975452223
2022-08-07,3837.7167126219356,3342.593191855445,4348.950279645701
2022-08-08,3849.0260163905477,3358.575783017009,4310.453406810261
2022-08-09,3858.5027549076735,3376.80363885778,4378.34168153593
2022-08-10,3832.7265739575532,3340.4920186828813,4299.617061495179
2022-08-11,3822.064894377942,3286.0182980642276,4287.912741357531
2022-08-12,3819.1625769667044,3329.211009988944,4290.145455930037
2022-08-13,3912.675168433798,3391.1806352106787,4382.48756385738
2022-08-14,3854.2625641858813,3316.1890371562718,4343.884447445598
2022-08-15,3855.946667753072,3357.939325680943,4371.225465738063
2022-08-16,3855.5390256846877,3369.929818005212,4361.438522931079
2022-08-17,3819.7926720147966,3373.8813641253837,4285.196525210754
2022-08-18,3799.251907695736,3339.480967949327,4282.714538224714
2022-08-19,3786.738162921945,3279.2438106857576,4273.7919444063045
2022-08-20,3871.079427679387,3395.071964495438,4352.527163460809
2022-08-21,3804.1001766431646,3290.292170124582,4300.192821507568
2022-08-22,3797.975456940825,3291.475214545534,4306.405109740223
2022-08-23,3790.655202451021,3312.3897742333993,4278.494053898896
2022-08-24,3749.0130876071644,3279.063290035885,4243.12161100009
2022-08-25,3723.693717003707,3240.684877633363,4200.173944394976
2022-08-26,3707.596359910564,3210.0837945142134,4181.955374478939
2022-08-27,3789.6027649361813,3258.040181830882,4258.012215749509
2022-08-28,3721.566018375379,3253.176222966409,4196.878737626482
2022-08-29,3715.664138728612,3241.074326914121,4219.457159723128
2022-08-30,3709.824481029786,3190.842466688343,4213.350179369004
2022-08-31,3670.873259664103,3209.875854475331,4165.6926355453625
2022-09-01,3649.3839675941826,3166.3688964932667,4111.187465621994
2022-09-02,3638.16286909671,3159.075283152004,4155.47701609338
2022-09-03,3725.9790564878567,3241.0843818230233,4189.212285632991
2022-09-04,3664.5559783399767,3174.862081036829,4180.142595126011
2022-09-05,3665.928063463773,3178.5903553766725,4151.11853396923
2022-09-06,3667.868442730696,3172.232812068934,4146.270774759456
2022-09-07,3637.0419925628235,3154.9016667763444,4149.00682821804
2022-09-08,3623.8573938022346,3140.572588955524,4117.49377124245
2022-09-09,3620.956294581024,3125.6208272272124,4125.238442143802
2022-09-10,3716.946979514755,3211.6204933371637,4197.241101141199
2022-09-11,3663.399366427597,3213.3217987839125,4173.576084712328
2022-09-12,3672.204874997581,3200.4653697979943,4149.327643149751
2022-09-13,3681.007090808735,3147.5027344566533,4169.935066227769
2022-09-14,3656.357385081747,3141.40331000075,4154.133411549725
2022-09-15,3648.569125018317,3134.0100636307143,4147.77401561346
2022-09-16,3650.208517890587,3115.4350834847705,4117.886658127407
2022-09-17,3749.829457645338,3257.945763311685,4239.189900778311
2022-09-18,3698.969174740719,3190.155925016767,4188.350575205006
2022-09-19,3709.5082265215997,3202.541265390008,4208.789741864049
2022-09-20,3719.100758026905,3195.604567617885,4212.49690295123
2022-09-21,3694.3292130514737,3247.8190713396552,4199.231421411363
2022-09-22,3685.5571624861354,3170.00865941599,4132.260597503294
2022-09-23,3685.418336672979,3187.9123242003025,4156.3393600641375
2022-09-24,3782.5492844545943,3280.679145876164,4248.116714887231
2022-09-25,3728.582522292919,3240.6207174239653,4225.837898721979
2022-09-26,3735.503780449404,3272.296850893055,4230.294368022084
2022-09-27,3741.079350927578,3248.6424689704886,4205.655102003899
2022-09-28,3712.0077949149118,3219.702668376565,4214.603957073187
2022-09-29,3698.7697556763533,3188.309824867673,4157.957032256036
2022-09-30,3694.1140415127084,3194.0297643841996,4216.866083331369
2022-10-01,3786.787476230863,3325.7830699343017,4303.417209728568
2022-10-02,3728.525450242724,3247.773220618773,4228.390348507318
2022-10-03,3731.406842226045,3219.866406982961,4244.489601761119
2022-10-04,3733.2793705970344,3240.5579039433383,4287.522327100047
2022-10-05,3700.909677374471,3231.7728905048657,4190.185207010138
2022-10-06,3684.8319244526115,3198.787798704015,4133.870130766149
2022-10-07,3677.833089434636,3221.3615349859792,4161.442926741307
2022-10-08,3768.6824690396393,3289.3306646421534,4255.183743588087
2022-10-09,3709.1223215734035,3225.713777483205,4204.893406632557
2022-10-10,3711.223305625927,3207.4987585248355,4248.553736982929
2022-10-11,3712.8107483468316,3231.1304082531815,4205.116129845287
2022-10-12,3680.6160119050014,3212.419243129561,4163.117552836499
2022-10-13,3665.1266929917456,3160.4082721056493,4186.057059236975
2022-10-14,3659.0737900670288,3159.146012380509,4175.4293806823
2022-10-15,3751.1632873369144,3243.8242252598234,4205.038697173109
2022-10-16,3693.0690232995858,3204.8760760069163,4182.443242882997
2022-10-17,3696.7904337397104,3224.247492708119,4199.402672241409
2022-10-18,3700.0811360290318,3206.383146827392,4169.245648294118
2022-10-19,3669.602555294364,3189.0509127999394,4188.386832146659
2022-10-20,3655.7762638089557,3160.3264515576784,4147.020485278454
2022-10-21,3651.2731085465775,3164.717205481335,4124.765330972571
2022-10-22,3744.746522336679,3283.0976958418605,4255.599157842343
2022-10-23,3687.8268404179444,3195.8517808634438,4163.70700568822
2022-10-24,3692.4801749385338,3197.9999435249956,4196.560607109896
2022-10-25,3696.4377865898464,3195.8167413491037,4171.917084819875
2022-10-26,3666.3501365837155,3164.680125228488,4151.425062483057
2022-10-27,3652.639283675851,3103.775020105367,4136.471630253118
2022-10-28,3647.987705285026,3193.400307846886,4154.888610949045
2022-10-29,3741.070952783733,3235.560762371577,4208.691083698847
2022-10-30,3683.5509874058903,3170.722912500922,4160.631597619921
2022-10-31,3687.4337831644757,3187.401976295478,4147.830615886381
2022-11-01,3690.4971779624975,3188.9890621728787,4172.98211897379
2022-11-02,3659.4432049775437,3193.145572135749,4153.687278144609
2022-11-03,3644.7486233100444,3166.563723059984,4128.579093474411
2022-11-04,3639.1517850519126,3162.947211834773,4096.067626020638
2022-11-05,3731.383309087344,3233.5314263824534,4218.364269848415
2022-11-06,3673.157468692144,3188.7865110851367,4123.272637129308
2022-11-07,3676.5279385945596,3211.9349151162073,4145.920918342024
2022-11-08,3679.3139389073253,3177.9420120894574,4131.8063890682215
2022-11-09,3648.2510596101306,3147.2660738319873,4129.4374702932455
2022-11-10,3633.840530079771,3169.8973346148887,4108.8600162402645
2022-11-11,3628.8351089838243,3133.560515545328,4102.680424681715
2022-11-12,3721.969094591165,3258.9772329989964,4220.577006309864
2022-11-13,3664.9493829081966,3158.592035549069,4136.3064536214215
2022-11-14,3669.811230925193,3171.6487921324433,4171.312662277645
2022-11-15,3674.344761311563,3175.8161976332517,4148.070608014323
2022-11-16,3645.246484656426,3168.4078193214445,4155.400153373779
2022-11-17,3632.969583781003,3126.0395673175985,4112.997047855754
2022-11-18,3630.211107334552,3118.4961982397667,4089.476612460871
2022-11-19,3725.6435361018666,3219.3075823872437,4231.569443703334
2022-11-20,3670.9076056505874,3210.830780578747,4148.38654941674
2022-11-21,3677.969991720198,3176.4199087382754,4174.480283259218
2022-11-22,3684.5518417904213,3193.0253053806164,4205.674846325762
2022-11-23,3657.2823694002723,3151.876526626833,4132.847563243829
2022-11-24,3646.5511973677862,3135.3483996018044,4136.3397038721205
2022-11-25,3644.997537866372,3158.619301075098,4109.742346123667
2022-11-26,3741.243615504509,3269.0617628071154,4266.418359060264
2022-11-27,3686.8891631838324,3207.4688707527653,4208.877894382139
2022-11-28,3693.8705481634383,3201.9100207377464,4215.83843222627
2022-11-29,3699.890469063072,3180.8026088799515,4204.305455008419
2022-11-30,3671.5724050932126,3206.163169495683,4167.27431754987
2022-12-01,3659.313476787632,3162.3583971982694,4167.522802705546
2022-12-02,3655.7737884573276,3179.294064127318,4144.170354393808
2022-12-03,3749.60965040392,3244.2383075720863,4219.470318389934
2022-12-04,3692.467512412322,3167.2742323706125,4179.250251877223
2022-12-05,3696.3421774961753,3197.4705841958325,4181.431469823296
2022-12-06,3699.005257674829,3197.144494981101,4176.523507427343
2022-12-07,3667.158083034831,3194.286732971311,4146.129938702511
2022-12-08,3651.282761447703,3165.2513591358634,4161.772251669875
2022-12-09,3644.129504347177,3156.034235297378,4151.48749761763
2022-12-10,3734.4476676910276,3262.137511526636,4199.052797764556
2022-12-11,3673.9773952214614,3217.857951312928,4146.448646342211
2022-12-12,3674.8054916642586,3149.5564297390083,4169.974616202174
2022-12-13,3674.7915477787974,3172.3264085419914,4172.832755014535
2022-12-14,3640.7185885755853,3145.1981478929515,4117.6570359680345
2022-12-15,3623.142000442745,3118.8092420131143,4081.788692763023
2022-12-16,3614.874907771047,3106.756184873617,4113.81860889124
2022-12-17,3704.717498746196,3193.4804067251707,4210.848078780022
2022-12-18,3644.447231969587,3166.0071340175823,4156.179169878321
2022-12-19,3646.1735893581435,3126.315955976515,4132.610877283199
2022-12-20,3647.7634261594326,3119.14672427132,4105.2330500262515
2022-12-21,3615.9912106860916,3120.3265662276626,4115.155895972134
2022-12-22,3601.3879206944257,3139.6207184663713,4073.331052488521
2022-12-23,3596.7267689784744,3072.1263538059893,4059.7139949990396
2022-12-24,3690.75325025706,3217.274623649929,4159.821393358288
2022-12-25,3635.176424185599,3136.008177145805,4121.148106350647
2022-12-26,3642.0250739578764,3169.9079731681186,4133.69817504559
2022-12-27,3649.074758095078,3182.17167159391,4163.706051130087
2022-12-28,3623.000006449072,3140.693585211997,4130.723782807927
2022-12-29,3614.225380487179,3115.2836113699987,4131.09784408806
2022-12-30,3615.4135183502685,3146.4383038986507,4116.931721266309
2022-12-31,3715.1976011773418,3233.0356750714764,4150.311108016925
2023-01-01,3665.175097819176,3182.116301219986,4116.610236941495
2023-01-02,3677.266369015823,3163.064687230334,4130.989131957998
2023-01-03,3689.1440910410593,3179.5060582872434,4171.47671595735
2023-01-04,3667.387694440319,3191.0644874501804,4131.660552931319
2023-01-05,3662.3364860966158,3157.5289259968445,4134.924703662101
2023-01-06,3666.579528081624,3159.9160753147576,4172.286396076659
2023-01-07,3768.689668648081,3279.753058495153,4240.966839744438
2023-01-08,3720.2185482036143,3231.401366265025,4171.4127483565
2023-01-09,3733.056134651565,3262.0091009065673,4268.193042254704
2023-01-10,3744.8607295732295,3266.1378187574396,4206.90196462079
2023-01-11,3722.2136308434847,3270.144658559206,4204.771136997637
2023-01-12,3715.472118503126,3196.4251194150006,4188.545393881143
2023-01-13,3717.2588444489015,3238.4505854593967,4178.930102219351
2023-01-14,3816.195036641206,3336.8032651659646,4317.444970780785
2023-01-15,3763.8943637115312,3309.4615617257223,4253.730400311949
2023-01-16,3772.3210444421316,3254.766958191884,4288.146165306064
2023-01-17,3779.218179855016,3291.6997939576722,4245.312378906486
2023-01-18,3751.2605349705746,3253.9104418864795,4244.01874988627
2023-01-19,3738.9054826234046,3254.172313362947,4200.297125597741
2023-01-20,3734.880238408183,3245.284070895757,4238.3546074788255
2023-01-21,3827.912847668968,3320.439531767564,4304.49847762132
2023-01-22,3769.7238210864084,3274.8027113883136,4263.587547230337
2023-01-23,3772.3820534522706,3296.69385602269,4279.634755383008
2023-01-24,3773.7310511048872,3275.476075471892,4228.9915578876025
2023-01-25,3740.5397404446994,3281.2502114293306,4219.1880414876405
2023-01-26,3723.3516108019444,3224.393021550968,4218.846401273073
2023-01-27,3714.9703569237877,3175.9727460471577,4213.208120408384
2023-01-28,3804.1895125466153,3280.719857001067,4281.43362993053
2023-01-29,3742.782996009025,3292.3596198951423,4219.334088874357
2023-01-30,3742.860220113444,3276.352055778089,4243.156450855033
2023-01-31,3742.2918029652765,3242.0019980153834,4236.230466643618
2023-02-01,3707.8601559360154,3215.851735924235,4221.414270964272
2023-02-02,3690.108699422844,3196.5307758823715,4216.083639647874
2023-02-03,3681.8278623568617,3200.0831701626857,4149.70137704337
2023-02-04,3771.78534150978,3241.498628329148,4253.736745251486
2023-02-05,3711.717520572876,3182.4679812403874,4236.437174243098
2023-02-06,3713.6856753120774,3213.8030013509992,4198.198570290874
2023-02-07,3715.5029714666653,3218.188507927897,4224.408733824932
2023-02-08,3683.886498149641,3211.4880840175283,4188.421578785578
2023-02-09,3669.3080515723796,3165.4689197513367,4177.56780182535
2023-02-10,3664.4817876606785,3146.635948730364,4138.365840440865
2023-02-11,3758.096181569693,3272.968045552776,4288.407973619978
2023-02-12,3701.807156287343,3226.797069760742,4163.098668625936
2023-02-13,3707.595969925315,3208.781136810191,4180.644007192642
2023-02-14,3713.197833545689,3236.9565457946073,4198.4256763776175
2023-02-15,3685.255470032072,3179.2142625451934,4165.606289589552
2023-02-16,3674.171299804862,3185.5161436379885,4157.829657687968
2023-02-17,3672.5963466086005,3198.9238673510263,4175.387574365532
2023-02-18,3769.163280206327,3276.603143281129,4230.993400787569
2023-02-19,3715.4804413867287,3251.908658505309,4192.426395594671
2023-02-20,3723.490426713433,3211.167142631561,4193.550841966658
2023-02-21,3730.8991973522106,3218.093797277052,4236.13184151509
2023-02-22,3704.3299195974955,3215.3400583904345,4221.873381001846
2023-02-23,3694.175224473473,3165.1009523528237,4184.221809909542
2023-02-24,3693.08598546009,3204.248298650671,4175.400149961955
2023-02-25,3789.704040904205,3308.1823995648665,4274.747833433375
2023-02-26,3735.6557194603943,3267.0212045614257,4235.372051543443
2023-02-27,3742.909763907366,3251.7161915258284,4201.3526647387935
2023-02-28,3749.2056334503723,3277.157088824951,4237.102586566076
2023-03-01,3721.206416296823,3240.2544844428967,4231.134817018128
2023-03-02,3709.3500608725326,3228.4429188874165,4229.0043921951965
2023-03-03,3706.3370486473245,3226.6798740941317,4199.359138938266
2023-03-04,3800.861959240036,3350.5968792433514,4300.037655878809
2023-03-05,3744.605810609,3253.583526454424,4222.371075707988
2023-03-06,3749.5927918007155,3222.6437244797808,4250.722993922355
2023-03-07,3753.617394368042,3235.2893895446905,4235.561200748345
2023-03-08,3723.396192721569,3236.8152267408077,4186.453169516066
2023-03-09,3709.4180034219075,3228.9721965147173,4168.884025242982
2023-03-10,3704.430564308818,3223.366769678074,4197.517558900052
